WKT,highway,name,surface,maxspeed,service,lit,oneway,access,foot,lcn,ref,bicycle,est_width,sidewalk,is_in,is_in:county,segregated,lanes,is_in:city,cycleway,addr:postcode,motor_vehicle,layer,bridge,tracktype,traffic_calming,path,abutters
"LINESTRING (-1.1523895 52.9396027,-1.1520951 52.9396637)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1534608 52.939078,-1.1534111 52.9390824,-1.1533653 52.9390769,-1.1530916 52.939003,-1.1529577 52.9389641,-1.1527712 52.9389357,-1.1526025 52.9389231,-1.15243 52.9389253,-1.1523032 52.9389319,-1.1522028 52.9389398,-1.1519545 52.9389906,-1.1517079 52.9390526)",residential,Sweet Leys Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1528827 52.9391568,-1.1527712 52.9389357)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1535496 52.9394291,-1.1533835 52.9394469,-1.1533578 52.9394735)",cycleway,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1514483 52.9386568,-1.1512253 52.9387064)",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1520332 52.9386572,-1.1521289 52.9387993,-1.1521666 52.9388638,-1.1522028 52.9389398)",residential,Cheyny Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1520623 52.9383533,-1.1521968 52.9383801)",residential,Carroll Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1523852 52.9387434,-1.1521289 52.9387993)",residential,Cheyny Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1530297 52.9385384,-1.1530614 52.9386285,-1.1528893 52.9386723,-1.1528534 52.9386128)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1522615 52.9382773,-1.1521968 52.9383801,-1.1528218 52.9385008,-1.1530297 52.9385384,-1.1530685 52.9385454,-1.1531883 52.9385607,-1.1533758 52.9385808,-1.1534795 52.9385867,-1.153584 52.9385923,-1.1536739 52.9385981,-1.1538119 52.9386234)",residential,Carroll Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1536331 52.9431167,-1.1536655 52.9431235,-1.1536971 52.9431246,-1.1537609 52.9431104,-1.1537976 52.943084,-1.1538099 52.9430476,-1.1537939 52.943015,-1.1537577 52.9429914,-1.1537095 52.9429795,-1.1536662 52.9429796,-1.1536189 52.9429916,-1.1535871 52.9430113,-1.1535701 52.9430353,-1.1535685 52.9430625,-1.1535806 52.9430851,-1.1535939 52.9431021,-1.1536331 52.9431167)",residential,Saint George's Drive,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1537118 52.9429492,-1.1537095 52.9429795)",cycleway,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1542155 52.9424423,-1.1541922 52.9426135,-1.1541728 52.9426654)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.154197 52.9429796,-1.1543995 52.9430002,-1.1544538 52.9430053)",cycleway,,concrete,,,yes,,,yes,yes,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1543368 52.9426804,-1.1542988 52.9427706,-1.154197 52.9429796)",cycleway,,asphalt,,,yes,,,yes,,,,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1544531 52.9415509,-1.1545987 52.9416244,-1.1546761 52.9416726,-1.1547091 52.9417129,-1.1547239 52.9417388,-1.1547305 52.9417712,-1.1547263 52.941822,-1.1547201 52.9419113,-1.154704 52.9420225,-1.1546875 52.9420939,-1.1546446 52.9422189,-1.1545604 52.9423887,-1.1545354 52.9424391,-1.1544457 52.9426144,-1.1544189 52.9426441,-1.1543819 52.9426686,-1.1543368 52.9426804,-1.1542922 52.9426845,-1.1542629 52.9426832,-1.1541728 52.9426654,-1.1540432 52.94264,-1.1538656 52.9426337)",residential,Ayton Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1540881 52.9416101,-1.1538908 52.941548,-1.1538795 52.9415291,-1.1538008 52.9415024)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1537618 52.9412154,-1.1536415 52.9411771,-1.1536229 52.9411984,-1.1535385 52.9412691,-1.1534835 52.9413349)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1544271 52.9411615,-1.1545156 52.94106,-1.1542803 52.9409855,-1.1541914 52.9409507)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1537639 52.9410277,-1.1538594 52.9409164,-1.1538569 52.9408925,-1.1538544 52.9408697)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1541998 52.9410034,-1.1541914 52.9409507,-1.1542365 52.9409059)",residential,Glaramara Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1543238 52.9409368,-1.1542365 52.9409059,-1.1539111 52.9408078)",residential,Glaramara Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1546726 52.9404215,-1.1543241 52.9404567,-1.1542618 52.9404582,-1.1542102 52.9404514,-1.1539582 52.9403699,-1.153757 52.9403049,-1.1535516 52.9402474,-1.1534668 52.9402385,-1.1534088 52.9402424,-1.1533607 52.9402537,-1.1533332 52.9402635,-1.1533001 52.9402894,-1.1531039 52.9405299,-1.1530502 52.9405957)",residential,Ferngill Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1538544 52.9408697,-1.1539111 52.9408078,-1.1539765 52.9407346,-1.1540364 52.9406804,-1.1540764 52.9406479,-1.1540897 52.9406371,-1.1541209 52.940607,-1.1541549 52.9405677,-1.1541828 52.940521,-1.1542102 52.9404514)",residential,Glaramara Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1542915 52.9407133,-1.1540764 52.9406479)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1542365 52.9402609,-1.1540944 52.9402178,-1.1539582 52.9403699)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1540649 52.9399408,-1.153757 52.9403049)",residential,Loughrigg Close,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1531365 52.9399722,-1.1533631 52.939733,-1.1538956 52.9396678,-1.1542277 52.9396266,-1.1544162 52.9396031)",residential,Cremorne Drive,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1540612 52.9395315,-1.1538692 52.9395685,-1.1538956 52.9396678)",service,,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.153651 52.9393655,-1.1538554 52.9394171,-1.1538891 52.9394192,-1.1539617 52.9394065,-1.1542031 52.9393629,-1.1542292 52.939362,-1.1543483 52.9393648,-1.1544412 52.9393757)",service,,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1537949 52.9391446,-1.1537568 52.9391869,-1.1536543 52.9392934,-1.1535496 52.9394291)",cycleway,Queen's Walk,asphalt,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.153786 52.9388295,-1.1536269 52.9390027,-1.1533717 52.9392655)",cycleway,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1540796 52.9388566,-1.1539522 52.9389843,-1.1537949 52.9391446)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1544504 52.9390277,-1.1544919 52.9390708,-1.1545289 52.9391112,-1.1545965 52.9391358)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1537614 52.938509,-1.1536924 52.9385463,-1.1536739 52.9385981,-1.1536465 52.9386412,-1.1536898 52.93879,-1.1536488 52.9388451,-1.1535093 52.9389847,-1.1534347 52.9390479,-1.1534111 52.9390824)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1534608 52.939078,-1.1535112 52.9390578,-1.1535596 52.9390058,-1.1536425 52.9389203,-1.153696 52.9388605,-1.1537368 52.9388095,-1.1537639 52.9387396,-1.1537837 52.9386837,-1.1538119 52.9386234,-1.1538455 52.9385739,-1.1538859 52.9385232,-1.1539348 52.9384726)",residential,Queen's Walk,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1536898 52.93879,-1.1537368 52.9388095,-1.153786 52.9388295,-1.1538391 52.9388457,-1.1539622 52.9386856,-1.1539831 52.9386178)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1542648 52.9385949,-1.1542311 52.9386535,-1.1542298 52.9386722,-1.1540796 52.9388566)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1537576 52.9384558,-1.1537012 52.9384126,-1.1536529 52.9383576)",tertiary,Victoria Embankment,asphalt,20 mph,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1536529 52.9383576,-1.1537512 52.9383888,-1.1538082 52.9384167)",tertiary,Victoria Embankment,asphalt,20 mph,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1537614 52.938509,-1.1538005 52.9384859,-1.1538682 52.9384465,-1.1539755 52.9383884)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1536924 52.9385463,-1.1538455 52.9385739,-1.1539831 52.9386178,-1.1540657 52.9386313,-1.1541152 52.9386426,-1.154176 52.9386501)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1542847 52.9384784,-1.1542441 52.938477,-1.1542199 52.938472,-1.1541696 52.9384622,-1.1541369 52.9384552,-1.1540821 52.9384468,-1.1540452 52.9384263,-1.1539755 52.9383884,-1.1539099 52.9383365)",cycleway,,asphalt,,,yes,,,yes,yes,,yes,1.25,,,,no,,,lane,,,,,,,,
"LINESTRING (-1.1542352 52.9387714,-1.1543326 52.9390006)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1542648 52.9385949,-1.1542813 52.9385331,-1.1542847 52.9384784,-1.1543012 52.9384006)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1543012 52.9384006,-1.1543528 52.9382971,-1.1543603 52.9382819)",cycleway,,asphalt,,,yes,,,yes,yes,,,2,,,,yes,,,,,,,,,,,
"LINESTRING (-1.1396618 52.9401726,-1.1396769 52.9400135)",tertiary,Meadows Way,asphalt,,,yes,,,,yes,,yes,,,,,,,,lane,,,,,,,,
"LINESTRING (-1.1396769 52.9400135,-1.1397392 52.9400512)",tertiary,Meadows Way,asphalt,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1397392 52.9400512,-1.1397912 52.9400826)",tertiary,,asphalt,,,yes,yes,,,yes,,,,,,,,,,lane,,,,,,,,
"LINESTRING (-1.139557 52.9399447,-1.1396769 52.9400135)",tertiary,,asphalt,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1396769 52.9400135,-1.1397435 52.9399615)",tertiary,Meadows Way,asphalt,,,yes,yes,,,yes,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1397435 52.9399615,-1.1397778 52.9399307,-1.139782 52.939919,-1.139883 52.9397633)",tertiary,Bathley Street,asphalt,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1391646 52.9396227,-1.1397193 52.9394041)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1389739 52.9395121,-1.139578 52.9392805,-1.1397193 52.9394041,-1.1397679 52.9394534,-1.1398988 52.9395228,-1.1399617 52.9395529)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1397912 52.9400826,-1.1398535 52.9401189,-1.1399372 52.9401679)",tertiary,,asphalt,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.139923 52.9400389,-1.1399015 52.9400819,-1.1398535 52.9401189)",tertiary,Bathley Street,asphalt,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1401188 52.9402081,-1.1400917 52.9401808,-1.1400543 52.9400925,-1.1400059 52.9400743,-1.1399716 52.9400614,-1.139923 52.9400389)",cycleway,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.139883 52.9397633,-1.1398918 52.9398149,-1.1399005 52.9398659,-1.139923 52.9400389)",tertiary,Bathley Street,asphalt,,,yes,yes,,,yes,,,,,,,,2,,,,,,,,,,
"LINESTRING (-1.140486 52.940105,-1.1406666 52.9402687)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.140112 52.9399309,-1.1401884 52.9399012,-1.1411418 52.9395298,-1.1413984 52.9394299,-1.141838 52.9392597)",residential,Lamcote Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1413944 52.9388484,-1.1405934 52.9391696,-1.1403316 52.9392741,-1.1402375 52.9393222,-1.1401664 52.9393651,-1.1400482 52.9394615,-1.1399617 52.9395529,-1.1399117 52.9396519,-1.139883 52.9397633)",tertiary,Bathley Street,asphalt,,,yes,,,,yes,,,,,,,,,,,,,,,,cushion,,
"LINESTRING (-1.1417506 52.9401335,-1.1415199 52.9399238)",service,Gosforth Court,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1422429 52.9396281,-1.1418902 52.939774,-1.1415611 52.9399071,-1.1415199 52.9399238,-1.1410601 52.9401097,-1.1407268 52.9402445,-1.1406666 52.9402687,-1.1406151 52.9402897,-1.1403674 52.9403899,-1.1402559 52.94042)",residential,Radcliffe Street,asphalt,,,yes,,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1421183 52.9399851,-1.1418902 52.939774)",service,Radcliffe Street Court 3,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1422429 52.9396281,-1.1424303 52.9397973,-1.1425671 52.9399208)",residential,Bunbury Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1427255 52.9396793,-1.1425474 52.9397503,-1.1424303 52.9397973)",residential,Ryton Court,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1413984 52.9394299,-1.1414559 52.9394819,-1.1415897 52.9396028)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1413944 52.9388484,-1.141838 52.9392597,-1.1418677 52.9392865,-1.1421551 52.9395489,-1.1422429 52.9396281)",residential,Bunbury Street,asphalt,,,yes,,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.142556 52.9393928,-1.142277 52.9394994,-1.1421551 52.9395489)",residential,Kenton Court,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1423884 52.9390708,-1.1421378 52.9391792,-1.1418677 52.9392865)",residential,Prudhoe Court,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1392582 52.9368888,-1.1398357 52.9374328,-1.1400669 52.9376381,-1.1404944 52.9380201,-1.1405421 52.9380672,-1.1408753 52.9383683,-1.1409264 52.9384108,-1.1409753 52.9384574,-1.1411195 52.9385932,-1.1413944 52.9388484)",tertiary,Bunbury Street,,,,,,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1426995 52.9371932,-1.1404944 52.9380201,-1.1392212 52.9384884)",residential,Pyatt Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1422076 52.9389078,-1.1421011 52.9388081,-1.1419191 52.9386339)",residential,Whickham Court,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1424832 52.9384523,-1.1423733 52.9382082)",unclassified,Lamcote Grove,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1424232 52.9379097,-1.1423732 52.9378621)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.140428 52.935633,-1.1402679 52.936178,-1.1399542 52.9371239,-1.1398583 52.937359,-1.1398357 52.9374328,-1.1398099 52.9374857,-1.13973 52.9376256,-1.1392212 52.9384884,-1.1389479 52.9389286,-1.1388045 52.9391664,-1.1387682 52.9391966,-1.138697 52.9392473)",unclassified,Fraser Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1423017 52.9367946,-1.1400669 52.9376381)",unclassified,Woodward Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1420497 52.9365293,-1.1419882 52.9364543,-1.1419522 52.9364244,-1.1419321 52.9364106,-1.141902 52.9364024,-1.141878 52.9364023,-1.1418557 52.9364057,-1.1418272 52.9364156,-1.1407523 52.9368203,-1.1399542 52.9371239)",residential,Green Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1407654 52.9361515,-1.1406206 52.9366014,-1.1406181 52.9366274,-1.1406213 52.9366539,-1.1406607 52.9367237,-1.1407523 52.9368203)",residential,Hunter Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1418272 52.9364156,-1.1415283 52.9361065)",residential,Atlas Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1411616 52.9361291,-1.1407654 52.9361515,-1.1407233 52.9361538,-1.1402679 52.936178)",residential,Hunter Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.141722 52.9360932,-1.1415283 52.9361065,-1.1411616 52.9361291)",residential,Atlas Street,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1398268 52.9338084,-1.1397017 52.9341456,-1.1395822 52.9345415,-1.1394231 52.9349983)",footway,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1395167 52.9339071,-1.1398268 52.9338084)",cycleway,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1395167 52.9339071,-1.1396687 52.9335608,-1.1398494 52.9333563)",cycleway,,asphalt,,,no,,,yes,yes,,yes,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1382839 52.9331051,-1.1400984 52.9333476)",cycleway,,wood,,,no,,permissive,,yes,,yes,1.25,,,,no,,,track,,,1,yes,,,,
"LINESTRING (-1.1399098 52.9335846,-1.1398268 52.9338084)",footway,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1412464 52.933489,-1.1412782 52.9335152,-1.1412767 52.9335552,-1.1412635 52.93358,-1.1411878 52.9336445)",path,,,,,,,,,,,,,,,,,,,,,,,,,,desire,
"LINESTRING (-1.1401442 52.9333994,-1.1399098 52.9335846)",footway,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1401508 52.9333562,-1.1400984 52.9333476)",cycleway,,wood,,,no,,,yes,yes,,yes,1.25,,,,no,,,track,,,1,yes,,,,
"LINESTRING (-1.1398494 52.9333563,-1.1398769 52.9333235,-1.1399206 52.9332816)",cycleway,,asphalt,,,no,,,yes,yes,,yes,1.75,,,,,,,,,,,,,,,
"LINESTRING (-1.1402105 52.93333,-1.1401908 52.9333468,-1.1401784 52.9333608,-1.1401442 52.9333994)",footway,,concrete,,,no,,,yes,,,yes,1.25,,,,no,,,,,,,,,,,
"LINESTRING (-1.1405583 52.9333905,-1.1404821 52.9334454,-1.1403917 52.9334129,-1.1402433 52.9333718,-1.1401784 52.9333608,-1.1401508 52.9333562)",cycleway,,concrete,,,no,,,yes,yes,,yes,1.25,,,,no,,,,,,,,,,,
"LINESTRING (-1.1406226 52.9330535,-1.1406189 52.9329066,-1.1406395 52.9328)",footway,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,
"LINESTRING (-1.1416557 52.9336355,-1.1418048 52.9334528,-1.1419071 52.9333223,-1.1419977 52.9332891)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1419977 52.9332891,-1.1419623 52.9332487,-1.1419698 52.9332319,-1.1420174 52.9331253,-1.1420568 52.9329687,-1.1420134 52.93284)",cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1204861 52.9319939,-1.1207941 52.9319929,-1.1249057 52.9320049,-1.1251132 52.9320736)",residential,Priory Road,asphalt,,,yes,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1260383 52.9314172,-1.1260075 52.9314446,-1.125935 52.9314802,-1.1257946 52.9315329)",residential,Albert Road,asphalt,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1257771 52.9315493,-1.1256645 52.9315015,-1.1258635 52.9313379,-1.1257552 52.9312417,-1.1257124 52.9312199,-1.1256319 52.9312062,-1.1252859 52.9311981,-1.1252712 52.9311552,-1.1252657 52.9311307)",service,Tudor Square,,,,,,private,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1258465 52.9311297,-1.1257312 52.9311141,-1.1255596 52.9311092,-1.12539 52.9311295,-1.1252935 52.9311306,-1.1252657 52.9311307,-1.1252183 52.9311299)",tertiary,Davies Road,,,,,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1257946 52.9315329,-1.1259355 52.9314009,-1.1259619 52.9313541,-1.1259834 52.9312945)",residential,Albert Road,asphalt,,,yes,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1260856 52.9313294,-1.1260652 52.9313824,-1.1260383 52.9314172)",residential,Albert Road,asphalt,,,yes,yes,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1261232 52.9313164,-1.1260978 52.9313268,-1.1260856 52.9313294,-1.1260718 52.9313309,-1.1260431 52.9313295,-1.1260173 52.9313225,-1.1259963 52.9313104,-1.1259834 52.9312945,-1.1259804 52.9312771,-1.1259833 52.931267,-1.1259875 52.9312599,-1.1260041 52.9312452,-1.1260161 52.9312391,-1.1260428 52.9312317,-1.1260551 52.9312303,-1.1260721 52.9312303,-1.1261004 52.931235,-1.1261147 52.9312403,-1.1261345 52.9312531,-1.1261458 52.9312693,-1.1261473 52.9312867,-1.1261389 52.9313034,-1.1261232 52.9313164)",tertiary,,asphalt,,,yes,yes,,,yes,,,,,,,,,,lane,,,,,,,,
"LINESTRING (-1.1276918 52.9328916,-1.1276764 52.9328795,-1.127616 52.9328322,-1.1275781 52.9328024,-1.1274748 52.9327247,-1.1272933 52.932542,-1.1270001 52.9322499,-1.126924 52.9321741,-1.1263482 52.931599,-1.1262832 52.9315321,-1.1260978 52.9313268)",unclassified,Central Avenue,,,,,,,,yes,,yes,,,,,,,,,,no,,,,,,
"LINESTRING (-1.1273201 52.9315834,-1.1272665 52.9315332,-1.1273268 52.9314435,-1.1275115 52.9313747)",service,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1269633 52.9315081,-1.1273641 52.9313781,-1.1274829 52.9313398)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1275481 52.932053,-1.1280036 52.9319015)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1271186 52.9308535,-1.1271822 52.9309588,-1.1272824 52.9310909,-1.1274829 52.9313398,-1.1275115 52.9313747,-1.1275437 52.9314165,-1.1276471 52.931524,-1.127769 52.9316566,-1.1278537 52.9317489,-1.1280036 52.9319015,-1.1280371 52.9319388,-1.1281307 52.9320404,-1.1281895 52.9321101,-1.1282155 52.9321504,-1.1282388 52.9321918,-1.1282496 52.9322482,-1.1282493 52.932304,-1.1280393 52.932546,-1.1278823 52.9327196,-1.12783 52.9327786,-1.1276918 52.9328916)",tertiary,Bridgford Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.127423 52.9316743,-1.1275561 52.9316327,-1.1275078 52.9315736,-1.1276471 52.931524)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1282929 52.9318667,-1.1280371 52.9319388)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1280703 52.9313324,-1.1283136 52.9316207)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1284756 52.9312106,-1.1284225 52.9312285,-1.1284089 52.9312331,-1.1283474 52.9312462,-1.1282951 52.9312543,-1.1282387 52.9312559,-1.1281744 52.9312519,-1.1281238 52.9312515,-1.1275437 52.9314165)",service,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1285995 52.9314459,-1.1284089 52.9312331)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1284614 52.9309108,-1.1283554 52.9309431,-1.1283275 52.9310013,-1.1284756 52.9312106)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.127937 52.9309027,-1.1285284 52.9307709,-1.1287934 52.9311227,-1.1284756 52.9312106)",service,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1278537 52.9317489,-1.1283136 52.9316207,-1.128467 52.9315851,-1.1289333 52.9314738,-1.1292393 52.9314092,-1.1299774 52.9314631)",residential,Church Drive,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1304041 52.9319936,-1.1303529 52.9319521,-1.1302372 52.931976,-1.1300545 52.9320468,-1.1299115 52.9321005,-1.1298271 52.932118)",residential,Church Croft,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1296078 52.9330356,-1.1296499 52.9328571,-1.1297739 52.932329,-1.1298271 52.932118,-1.129836 52.9320646,-1.1299774 52.9314631,-1.1301147 52.9308786,-1.1302093 52.9304763,-1.1299076 52.9304797,-1.1296784 52.9304789,-1.1295953 52.9304685,-1.129507 52.9304467,-1.1294479 52.9304066,-1.1291303 52.9300298)",residential,Stratford Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1292527 52.930806,-1.1301147 52.9308786)",residential,Wellington Crescent,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1308061 52.931596,-1.1304588 52.9315583,-1.1304189 52.9316406)",residential,Avon Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1313194 52.931051,-1.1313572 52.9314104,-1.1314061 52.9318748,-1.1314408 52.9322048,-1.1314577 52.9323655,-1.1314666 52.9324503,-1.1315014 52.932781)",residential,Epperstone Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1304588 52.9315583,-1.1305326 52.9312583,-1.1306185 52.9311548,-1.1307645 52.9310855,-1.1310082 52.9310524)",residential,Avon Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1310082 52.9310524,-1.1313194 52.931051,-1.1321794 52.9310217,-1.1326172 52.931004,-1.1341548 52.9309297,-1.1362402 52.930855)",residential,George Road,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1351689 52.9316352,-1.1364545 52.9316079)",residential,Melton Grove,,,,,,,,,,,,,,,,,,,,,,,,,,
"LINESTRING (-1.1386123 52.9310184,-1.1390151 52.9310119)",residential,Beaver Green,,,,,,,,,,,,,,,,,,,NG2 7QA,,,,,,,
"LINESTRING (-1.1391697 52.9307469,-1.1390461 52.9307819,-1.1390128 52.9308046,-1.1390061 52.9309301,-1.1390151 52.9310119,-1.1390236 52.9310667,-1.1390504 52.9311314,-1.1391713 52.9312778,-1.13949 52.9316395)",residential,Little Bounds,,,,,,,,,,,,,,,,,,,NG2 7QA,,,,,,,
